t_seconds,iso_time,node,private_mb
0.017,2026-04-21T20:00:16,0,1.71
0.017,2026-04-21T20:00:16,1,1035.02
1.050,2026-04-21T20:00:18,0,1.71
1.050,2026-04-21T20:00:18,1,2669.5
2.131,2026-04-21T20:00:19,0,1.71
2.131,2026-04-21T20:00:19,1,4376.12
3.261,2026-04-21T20:00:20,0,1.71
3.261,2026-04-21T20:00:20,1,6159.89
4.443,2026-04-21T20:00:21,0,1.71
4.443,2026-04-21T20:00:21,1,8019.81
5.677,2026-04-21T20:00:22,0,1.71
5.677,2026-04-21T20:00:22,1,9960.11
6.963,2026-04-21T20:00:24,0,1.71
6.963,2026-04-21T20:00:24,1,11984.66
8.307,2026-04-21T20:00:25,0,1.71
8.307,2026-04-21T20:00:25,1,14087.88
9.708,2026-04-21T20:00:27,0,1.71
9.708,2026-04-21T20:00:27,1,16282.13
11.170,2026-04-21T20:00:28,0,1.77
11.170,2026-04-21T20:00:28,1,16384.03
12.630,2026-04-21T20:00:29,0,257.77
12.630,2026-04-21T20:00:29,1,16128.02
14.093,2026-04-21T20:00:31,0,513.77
14.093,2026-04-21T20:00:31,1,15872.02
15.539,2026-04-21T20:00:32,0,769.77
15.539,2026-04-21T20:00:32,1,15616.02
17.000,2026-04-21T20:00:34,0,1025.77
17.000,2026-04-21T20:00:34,1,15360.02
18.452,2026-04-21T20:00:35,0,1281.77
18.452,2026-04-21T20:00:35,1,15104.02
19.893,2026-04-21T20:00:37,0,1537.77
19.893,2026-04-21T20:00:37,1,14848.02
21.352,2026-04-21T20:00:38,0,1793.77
21.352,2026-04-21T20:00:38,1,14592.02
22.805,2026-04-21T20:00:40,0,2049.77
22.805,2026-04-21T20:00:40,1,14336.02
24.251,2026-04-21T20:00:41,0,2305.77
24.251,2026-04-21T20:00:41,1,14080.02
25.696,2026-04-21T20:00:43,0,2561.77
25.696,2026-04-21T20:00:43,1,13824.02
27.134,2026-04-21T20:00:44,0,2817.77
27.134,2026-04-21T20:00:44,1,13568.02
28.583,2026-04-21T20:00:45,0,3073.77
28.583,2026-04-21T20:00:45,1,13312.02
30.035,2026-04-21T20:00:47,0,3329.77
30.035,2026-04-21T20:00:47,1,13056.02
31.464,2026-04-21T20:00:48,0,3585.77
31.464,2026-04-21T20:00:48,1,12800.02
32.903,2026-04-21T20:00:50,0,3821.08
32.903,2026-04-21T20:00:50,1,12564.71
34.337,2026-04-21T20:00:51,0,3965.93
34.337,2026-04-21T20:00:51,1,12419.87
35.777,2026-04-21T20:00:53,0,4353.46
35.777,2026-04-21T20:00:53,1,12032.34
37.202,2026-04-21T20:00:54,0,4353.77
37.202,2026-04-21T20:00:54,1,12032.02
38.651,2026-04-21T20:00:55,0,4609.77
38.651,2026-04-21T20:00:55,1,11776.02
40.085,2026-04-21T20:00:57,0,4902.43
40.085,2026-04-21T20:00:57,1,11483.37
41.533,2026-04-21T20:00:58,0,5121.77
41.533,2026-04-21T20:00:58,1,11264.02
42.974,2026-04-21T20:01:00,0,5377.77
42.974,2026-04-21T20:01:00,1,11008.02
44.407,2026-04-21T20:01:01,0,5633.77
44.407,2026-04-21T20:01:01,1,10752.02
45.847,2026-04-21T20:01:03,0,5889.77
45.847,2026-04-21T20:01:03,1,10496.02
47.268,2026-04-21T20:01:04,0,6145.77
47.268,2026-04-21T20:01:04,1,10240.02
48.709,2026-04-21T20:01:06,0,6401.77
48.709,2026-04-21T20:01:06,1,9984.02
50.135,2026-04-21T20:01:07,0,6657.77
50.135,2026-04-21T20:01:07,1,9728.02
51.560,2026-04-21T20:01:08,0,6913.77
51.560,2026-04-21T20:01:08,1,9472.02
52.976,2026-04-21T20:01:10,0,7169.77
52.976,2026-04-21T20:01:10,1,9216.02
54.390,2026-04-21T20:01:11,0,7264.9
54.390,2026-04-21T20:01:11,1,9120.89
55.822,2026-04-21T20:01:13,0,7638.93
55.822,2026-04-21T20:01:13,1,8746.87
57.227,2026-04-21T20:01:14,0,7806.27
57.227,2026-04-21T20:01:14,1,8579.53
58.652,2026-04-21T20:01:15,0,7937.77
58.652,2026-04-21T20:01:15,1,8448.02
60.076,2026-04-21T20:01:17,0,8193.77
60.076,2026-04-21T20:01:17,1,8192.02
61.490,2026-04-21T20:01:18,0,8449.77
61.490,2026-04-21T20:01:18,1,7936.02
62.918,2026-04-21T20:01:20,0,8705.77
62.918,2026-04-21T20:01:20,1,7680.02
64.330,2026-04-21T20:01:21,0,8961.77
64.330,2026-04-21T20:01:21,1,7424.02
65.749,2026-04-21T20:01:23,0,9217.77
65.749,2026-04-21T20:01:23,1,7168.02
67.158,2026-04-21T20:01:24,0,9473.77
67.158,2026-04-21T20:01:24,1,6912.02
68.573,2026-04-21T20:01:25,0,9729.77
68.573,2026-04-21T20:01:25,1,6656.02
69.971,2026-04-21T20:01:27,0,9985.77
69.971,2026-04-21T20:01:27,1,6400.02
71.366,2026-04-21T20:01:28,0,10241.77
71.366,2026-04-21T20:01:28,1,6144.02
72.765,2026-04-21T20:01:30,0,10432.61
72.765,2026-04-21T20:01:30,1,5953.19
74.162,2026-04-21T20:01:31,0,10596.23
74.162,2026-04-21T20:01:31,1,5789.57
75.575,2026-04-21T20:01:32,0,10753.77
75.575,2026-04-21T20:01:32,1,5632.02
76.972,2026-04-21T20:01:34,0,11009.77
76.972,2026-04-21T20:01:34,1,5376.02
78.383,2026-04-21T20:01:35,0,11265.77
78.383,2026-04-21T20:01:35,1,5120.02
79.772,2026-04-21T20:01:37,0,11521.77
79.772,2026-04-21T20:01:37,1,4864.02
81.176,2026-04-21T20:01:38,0,11777.77
81.176,2026-04-21T20:01:38,1,4608.02
82.558,2026-04-21T20:01:39,0,12033.77
82.558,2026-04-21T20:01:39,1,4352.02
83.944,2026-04-21T20:01:41,0,12289.77
83.944,2026-04-21T20:01:41,1,4096.03
85.327,2026-04-21T20:01:42,0,12289.77
85.327,2026-04-21T20:01:42,1,4096.03
86.717,2026-04-21T20:01:43,0,12289.77
86.717,2026-04-21T20:01:43,1,4096.03
88.120,2026-04-21T20:01:45,0,12289.77
88.120,2026-04-21T20:01:45,1,4096.03
89.521,2026-04-21T20:01:46,0,12289.77
89.521,2026-04-21T20:01:46,1,4096.03
90.924,2026-04-21T20:01:48,0,12289.77
90.924,2026-04-21T20:01:48,1,4096.03
92.311,2026-04-21T20:01:49,0,12289.77
92.311,2026-04-21T20:01:49,1,4096.03
93.702,2026-04-21T20:01:50,0,12289.77
93.702,2026-04-21T20:01:50,1,4096.03
95.104,2026-04-21T20:01:52,0,12289.77
95.104,2026-04-21T20:01:52,1,4096.03
96.502,2026-04-21T20:01:53,0,12289.77
96.502,2026-04-21T20:01:53,1,4096.03
97.889,2026-04-21T20:01:55,0,12289.77
97.889,2026-04-21T20:01:55,1,4096.03
99.280,2026-04-21T20:01:56,0,12289.77
99.280,2026-04-21T20:01:56,1,4096.03
100.675,2026-04-21T20:01:57,0,12289.77
100.675,2026-04-21T20:01:57,1,4096.03
102.072,2026-04-21T20:01:58,0,1.77
102.072,2026-04-21T20:01:58,1,0.03
