t_seconds,iso_time,node,private_mb
0.016,2026-04-22T23:34:01,0,1011.62
0.016,2026-04-22T23:34:01,1,1.65
1.025,2026-04-22T23:34:02,0,2635.13
1.025,2026-04-22T23:34:02,1,1.65
2.045,2026-04-22T23:34:03,0,4274.27
2.045,2026-04-22T23:34:03,1,1.65
3.073,2026-04-22T23:34:04,0,5927.94
3.073,2026-04-22T23:34:04,1,1.65
4.109,2026-04-22T23:34:05,0,7597.47
4.109,2026-04-22T23:34:05,1,1.65
5.154,2026-04-22T23:34:06,0,7812.96
5.154,2026-04-22T23:34:06,1,1.65
6.202,2026-04-22T23:34:07,0,7812.96
6.202,2026-04-22T23:34:07,1,1.65
7.248,2026-04-22T23:34:08,0,7812.96
7.248,2026-04-22T23:34:08,1,1.65
8.296,2026-04-22T23:34:09,0,7812.96
8.296,2026-04-22T23:34:09,1,1.65
9.338,2026-04-22T23:34:11,0,7812.96
9.338,2026-04-22T23:34:11,1,1.65
10.386,2026-04-22T23:34:12,0,7812.96
10.386,2026-04-22T23:34:12,1,1.65
11.432,2026-04-22T23:34:13,0,7812.96
11.432,2026-04-22T23:34:13,1,1.65
12.480,2026-04-22T23:34:14,0,7812.96
12.480,2026-04-22T23:34:14,1,1.65
13.525,2026-04-22T23:34:15,0,7812.96
13.525,2026-04-22T23:34:15,1,1.65
14.570,2026-04-22T23:34:16,0,7812.96
14.570,2026-04-22T23:34:16,1,1.65
15.616,2026-04-22T23:34:17,0,7812.96
15.616,2026-04-22T23:34:17,1,1.65
16.663,2026-04-22T23:34:18,0,7812.96
16.663,2026-04-22T23:34:18,1,1.65
17.709,2026-04-22T23:34:19,0,7812.96
17.709,2026-04-22T23:34:19,1,1.65
18.752,2026-04-22T23:34:20,0,7814.98
18.752,2026-04-22T23:34:20,1,1.65
19.796,2026-04-22T23:34:21,0,7814.98
19.796,2026-04-22T23:34:21,1,1.65
