t_seconds,iso_time,node,private_mb
0.016,2026-04-22T22:48:35,0,0.18
0.016,2026-04-22T22:48:35,1,1032.8
1.028,2026-04-22T22:48:36,0,0.18
1.028,2026-04-22T22:48:36,1,2705.93
2.047,2026-04-22T22:48:37,0,0.18
2.047,2026-04-22T22:48:37,1,4392.39
3.076,2026-04-22T22:48:38,0,0.18
3.076,2026-04-22T22:48:38,1,6093.45
4.113,2026-04-22T22:48:39,0,0.18
4.113,2026-04-22T22:48:39,1,7809.23
5.161,2026-04-22T22:48:40,0,0.18
5.161,2026-04-22T22:48:40,1,9537.28
6.216,2026-04-22T22:48:41,0,0.18
6.216,2026-04-22T22:48:41,1,11282.01
7.281,2026-04-22T22:48:42,0,0.18
7.281,2026-04-22T22:48:42,1,13028.52
8.346,2026-04-22T22:48:43,0,0.18
8.346,2026-04-22T22:48:43,1,14803.15
9.430,2026-04-22T22:48:44,0,0.18
9.430,2026-04-22T22:48:44,1,16385.62
10.521,2026-04-22T22:48:46,0,0.18
10.521,2026-04-22T22:48:46,1,16385.62
11.617,2026-04-22T22:48:47,0,0.18
11.617,2026-04-22T22:48:47,1,16385.62
12.714,2026-04-22T22:48:48,0,0.18
12.714,2026-04-22T22:48:48,1,16385.62
13.806,2026-04-22T22:48:49,0,0.18
13.806,2026-04-22T22:48:49,1,16385.62
14.905,2026-04-22T22:48:50,0,0.18
14.905,2026-04-22T22:48:50,1,16385.62
16.003,2026-04-22T22:48:51,0,0.18
16.003,2026-04-22T22:48:51,1,16385.62
17.092,2026-04-22T22:48:52,0,0.18
17.092,2026-04-22T22:48:52,1,16385.62
18.176,2026-04-22T22:48:53,0,0.18
18.176,2026-04-22T22:48:53,1,16385.62
19.269,2026-04-22T22:48:54,0,0.18
19.269,2026-04-22T22:48:54,1,16385.62
20.355,2026-04-22T22:48:55,0,0.18
20.355,2026-04-22T22:48:55,1,16385.62
21.449,2026-04-22T22:48:56,0,0.18
21.449,2026-04-22T22:48:56,1,16385.62
22.546,2026-04-22T22:48:58,0,0.18
22.546,2026-04-22T22:48:58,1,16385.62
23.646,2026-04-22T22:48:59,0,0.18
23.646,2026-04-22T22:48:59,1,16385.62
24.736,2026-04-22T22:49:00,0,0.18
24.736,2026-04-22T22:49:00,1,16385.62
25.820,2026-04-22T22:49:01,0,0.18
25.820,2026-04-22T22:49:01,1,16385.62
26.911,2026-04-22T22:49:02,0,0.18
26.911,2026-04-22T22:49:02,1,16385.62
28.003,2026-04-22T22:49:03,0,0.18
28.003,2026-04-22T22:49:03,1,16385.62
29.089,2026-04-22T22:49:04,0,0.18
29.089,2026-04-22T22:49:04,1,16385.62
30.175,2026-04-22T22:49:05,0,0.18
30.175,2026-04-22T22:49:05,1,16385.62
31.267,2026-04-22T22:49:06,0,0.18
31.267,2026-04-22T22:49:06,1,16385.62
32.353,2026-04-22T22:49:07,0,0.18
32.353,2026-04-22T22:49:07,1,16385.62
33.446,2026-04-22T22:49:08,0,0.18
33.446,2026-04-22T22:49:08,1,16385.62
34.546,2026-04-22T22:49:10,0,0.18
34.546,2026-04-22T22:49:10,1,16385.62
35.645,2026-04-22T22:49:11,0,0.18
35.645,2026-04-22T22:49:11,1,16385.62
36.732,2026-04-22T22:49:12,0,0.18
36.732,2026-04-22T22:49:12,1,16385.62
37.816,2026-04-22T22:49:13,0,0.18
37.816,2026-04-22T22:49:13,1,16385.62
38.908,2026-04-22T22:49:14,0,0.18
38.908,2026-04-22T22:49:14,1,16385.62
39.998,2026-04-22T22:49:15,0,0.18
39.998,2026-04-22T22:49:15,1,16385.62
41.084,2026-04-22T22:49:16,0,0.18
41.084,2026-04-22T22:49:16,1,16385.62
42.173,2026-04-22T22:49:17,0,0.18
42.173,2026-04-22T22:49:17,1,16385.62
43.266,2026-04-22T22:49:18,0,0.18
43.266,2026-04-22T22:49:18,1,16385.62
44.350,2026-04-22T22:49:19,0,0.18
44.350,2026-04-22T22:49:19,1,16385.62
45.444,2026-04-22T22:49:20,0,0.18
45.444,2026-04-22T22:49:20,1,16385.62
46.543,2026-04-22T22:49:22,0,0.18
46.543,2026-04-22T22:49:22,1,16385.62
47.641,2026-04-22T22:49:23,0,0.18
47.641,2026-04-22T22:49:23,1,16385.62
48.735,2026-04-22T22:49:24,0,0.18
48.735,2026-04-22T22:49:24,1,16385.62
49.829,2026-04-22T22:49:25,0,0.18
49.829,2026-04-22T22:49:25,1,16385.62
50.930,2026-04-22T22:49:26,0,0.18
50.930,2026-04-22T22:49:26,1,16385.62
52.029,2026-04-22T22:49:27,0,0.18
52.029,2026-04-22T22:49:27,1,16385.62
53.122,2026-04-22T22:49:28,0,0.18
53.122,2026-04-22T22:49:28,1,16385.62
54.218,2026-04-22T22:49:29,0,0.18
54.218,2026-04-22T22:49:29,1,16385.62
55.318,2026-04-22T22:49:30,0,0.18
55.318,2026-04-22T22:49:30,1,16385.62
56.417,2026-04-22T22:49:31,0,0.18
56.417,2026-04-22T22:49:31,1,16385.62
57.510,2026-04-22T22:49:33,0,0.18
57.510,2026-04-22T22:49:33,1,16385.62
58.607,2026-04-22T22:49:34,0,0.18
58.607,2026-04-22T22:49:34,1,16385.62
59.706,2026-04-22T22:49:35,0,0.18
59.706,2026-04-22T22:49:35,1,16385.62
60.804,2026-04-22T22:49:36,0,0.18
60.804,2026-04-22T22:49:36,1,16385.62
61.897,2026-04-22T22:49:37,0,0.18
61.897,2026-04-22T22:49:37,1,16385.62
62.994,2026-04-22T22:49:38,0,0.18
62.994,2026-04-22T22:49:38,1,16385.62
64.093,2026-04-22T22:49:39,0,0.18
64.093,2026-04-22T22:49:39,1,16385.62
65.190,2026-04-22T22:49:40,0,0.18
65.190,2026-04-22T22:49:40,1,16385.62
66.283,2026-04-22T22:49:41,0,0.18
66.283,2026-04-22T22:49:41,1,16385.62
67.382,2026-04-22T22:49:42,0,0.18
67.382,2026-04-22T22:49:42,1,16385.62
68.481,2026-04-22T22:49:43,0,0.18
68.481,2026-04-22T22:49:43,1,16385.62
69.579,2026-04-22T22:49:45,0,0.18
69.579,2026-04-22T22:49:45,1,16385.62
70.672,2026-04-22T22:49:46,0,0.18
70.672,2026-04-22T22:49:46,1,16385.62
71.770,2026-04-22T22:49:47,0,0.18
71.770,2026-04-22T22:49:47,1,16385.62
72.869,2026-04-22T22:49:48,0,0.18
72.869,2026-04-22T22:49:48,1,16385.62
73.965,2026-04-22T22:49:49,0,0.18
73.965,2026-04-22T22:49:49,1,16385.62
75.058,2026-04-22T22:49:50,0,0.18
75.058,2026-04-22T22:49:50,1,16385.62
76.158,2026-04-22T22:49:51,0,0.18
76.158,2026-04-22T22:49:51,1,16385.62
77.257,2026-04-22T22:49:52,0,0.18
77.257,2026-04-22T22:49:52,1,16385.62
78.352,2026-04-22T22:49:53,0,0.18
78.352,2026-04-22T22:49:53,1,16385.62
79.445,2026-04-22T22:49:54,0,0.18
79.445,2026-04-22T22:49:54,1,16385.62
80.547,2026-04-22T22:49:56,0,0.18
80.547,2026-04-22T22:49:56,1,16385.62
81.646,2026-04-22T22:49:57,0,0.18
81.646,2026-04-22T22:49:57,1,16385.62
82.741,2026-04-22T22:49:58,0,0.18
82.741,2026-04-22T22:49:58,1,16385.62
83.834,2026-04-22T22:49:59,0,0.18
83.834,2026-04-22T22:49:59,1,16385.62
84.935,2026-04-22T22:50:00,0,0.18
84.935,2026-04-22T22:50:00,1,16385.62
86.033,2026-04-22T22:50:01,0,0.18
86.033,2026-04-22T22:50:01,1,16385.62
87.128,2026-04-22T22:50:02,0,0.18
87.128,2026-04-22T22:50:02,1,16385.62
88.222,2026-04-22T22:50:03,0,0.18
88.222,2026-04-22T22:50:03,1,16385.62
89.323,2026-04-22T22:50:04,0,0.18
89.323,2026-04-22T22:50:04,1,16385.62
90.421,2026-04-22T22:50:05,0,0.18
90.421,2026-04-22T22:50:05,1,16385.62
91.516,2026-04-22T22:50:07,0,0.18
91.516,2026-04-22T22:50:07,1,16385.62
92.610,2026-04-22T22:50:08,0,0.18
92.610,2026-04-22T22:50:08,1,16385.62
93.711,2026-04-22T22:50:09,0,0.18
93.711,2026-04-22T22:50:09,1,16385.62
94.810,2026-04-22T22:50:10,0,0.18
94.810,2026-04-22T22:50:10,1,16385.62
95.904,2026-04-22T22:50:11,0,0.18
95.904,2026-04-22T22:50:11,1,16385.62
96.998,2026-04-22T22:50:12,0,0.18
96.998,2026-04-22T22:50:12,1,16385.62
98.098,2026-04-22T22:50:13,0,0.18
98.098,2026-04-22T22:50:13,1,16385.62
99.197,2026-04-22T22:50:14,0,0.18
99.197,2026-04-22T22:50:14,1,16385.62
100.289,2026-04-22T22:50:15,0,0.18
100.289,2026-04-22T22:50:15,1,16385.62
101.382,2026-04-22T22:50:16,0,0.18
101.382,2026-04-22T22:50:16,1,16385.62
102.483,2026-04-22T22:50:17,0,0.18
102.483,2026-04-22T22:50:17,1,16385.62
103.582,2026-04-22T22:50:19,0,0.18
103.582,2026-04-22T22:50:19,1,16385.62
104.677,2026-04-22T22:50:20,0,0.18
104.677,2026-04-22T22:50:20,1,16385.62
105.770,2026-04-22T22:50:21,0,0.18
105.770,2026-04-22T22:50:21,1,16385.62
106.870,2026-04-22T22:50:22,0,0.18
106.870,2026-04-22T22:50:22,1,16385.62
107.969,2026-04-22T22:50:23,0,0.18
107.969,2026-04-22T22:50:23,1,16385.62
109.064,2026-04-22T22:50:24,0,0.18
109.064,2026-04-22T22:50:24,1,16385.62
110.157,2026-04-22T22:50:25,0,0.18
110.157,2026-04-22T22:50:25,1,16385.62
111.257,2026-04-22T22:50:26,0,0.18
111.257,2026-04-22T22:50:26,1,16385.62
112.339,2026-04-22T22:50:27,0,0.18
112.339,2026-04-22T22:50:27,1,16385.62
113.434,2026-04-22T22:50:28,0,0.18
113.434,2026-04-22T22:50:28,1,16385.62
114.528,2026-04-22T22:50:30,0,0.18
114.528,2026-04-22T22:50:30,1,16385.62
115.628,2026-04-22T22:50:31,0,0.18
115.628,2026-04-22T22:50:31,1,16385.62
116.726,2026-04-22T22:50:32,0,0.18
116.726,2026-04-22T22:50:32,1,16385.62
117.819,2026-04-22T22:50:33,0,0.18
117.819,2026-04-22T22:50:33,1,16385.62
118.915,2026-04-22T22:50:34,0,0.18
118.915,2026-04-22T22:50:34,1,16385.62
120.014,2026-04-22T22:50:35,0,0.18
120.014,2026-04-22T22:50:35,1,16385.62
121.113,2026-04-22T22:50:36,0,0.18
121.113,2026-04-22T22:50:36,1,16385.62
122.206,2026-04-22T22:50:37,0,0.18
122.206,2026-04-22T22:50:37,1,16385.62
123.303,2026-04-22T22:50:38,0,0.18
123.303,2026-04-22T22:50:38,1,16385.62
124.401,2026-04-22T22:50:39,0,0.18
124.401,2026-04-22T22:50:39,1,16385.62
125.499,2026-04-22T22:50:40,0,0.18
125.499,2026-04-22T22:50:40,1,16385.62
126.592,2026-04-22T22:50:42,0,0.18
126.592,2026-04-22T22:50:42,1,16385.62
127.690,2026-04-22T22:50:43,0,0.18
127.690,2026-04-22T22:50:43,1,16385.62
128.789,2026-04-22T22:50:44,0,0.18
128.789,2026-04-22T22:50:44,1,16385.62
129.884,2026-04-22T22:50:45,0,0.18
129.884,2026-04-22T22:50:45,1,16385.62
130.978,2026-04-22T22:50:46,0,0.18
130.978,2026-04-22T22:50:46,1,16385.62
132.078,2026-04-22T22:50:47,0,0.18
132.078,2026-04-22T22:50:47,1,16385.62
133.163,2026-04-22T22:50:48,0,0.18
133.163,2026-04-22T22:50:48,1,16385.62
134.258,2026-04-22T22:50:49,0,0.18
134.258,2026-04-22T22:50:49,1,16385.62
135.352,2026-04-22T22:50:50,0,0.18
135.352,2026-04-22T22:50:50,1,16385.62
136.452,2026-04-22T22:50:51,0,0.18
136.452,2026-04-22T22:50:51,1,16385.62
137.550,2026-04-22T22:50:53,0,0.18
137.550,2026-04-22T22:50:53,1,16385.62
138.637,2026-04-22T22:50:54,0,0.18
138.637,2026-04-22T22:50:54,1,16385.62
139.733,2026-04-22T22:50:55,0,0.18
139.733,2026-04-22T22:50:55,1,16385.62
140.832,2026-04-22T22:50:56,0,0.18
140.832,2026-04-22T22:50:56,1,16385.62
141.930,2026-04-22T22:50:57,0,0.18
141.930,2026-04-22T22:50:57,1,16385.62
143.024,2026-04-22T22:50:58,0,0.18
143.024,2026-04-22T22:50:58,1,16385.62
144.119,2026-04-22T22:50:59,0,0.18
144.119,2026-04-22T22:50:59,1,16385.62
145.218,2026-04-22T22:51:00,0,0.18
145.218,2026-04-22T22:51:00,1,16385.62
146.314,2026-04-22T22:51:01,0,0.18
146.314,2026-04-22T22:51:01,1,16385.62
147.408,2026-04-22T22:51:02,0,0.18
147.408,2026-04-22T22:51:02,1,16385.62
148.506,2026-04-22T22:51:04,0,0.18
148.506,2026-04-22T22:51:04,1,16385.62
149.606,2026-04-22T22:51:05,0,0.18
149.606,2026-04-22T22:51:05,1,16385.62
150.701,2026-04-22T22:51:06,0,0.18
150.701,2026-04-22T22:51:06,1,16385.62
151.794,2026-04-22T22:51:07,0,0.18
151.794,2026-04-22T22:51:07,1,16385.62
152.893,2026-04-22T22:51:08,0,0.18
152.893,2026-04-22T22:51:08,1,16385.62
153.991,2026-04-22T22:51:09,0,0.18
153.991,2026-04-22T22:51:09,1,16385.62
155.088,2026-04-22T22:51:10,0,0.18
155.088,2026-04-22T22:51:10,1,16385.62
156.181,2026-04-22T22:51:11,0,0.18
156.181,2026-04-22T22:51:11,1,1.62
