t_seconds,iso_time,node,private_mb
0.017,2026-04-22T23:32:55,0,1015.28
0.017,2026-04-22T23:32:55,1,1.65
1.027,2026-04-22T23:32:56,0,2643.18
1.027,2026-04-22T23:32:56,1,1.65
2.046,2026-04-22T23:32:57,0,4282.86
2.046,2026-04-22T23:32:57,1,1.65
3.071,2026-04-22T23:32:58,0,5936.25
3.071,2026-04-22T23:32:58,1,1.65
4.106,2026-04-22T23:33:00,0,7605.64
4.106,2026-04-22T23:33:00,1,1.65
5.150,2026-04-22T23:33:01,0,7812.97
5.150,2026-04-22T23:33:01,1,1.65
6.195,2026-04-22T23:33:02,0,7812.98
6.195,2026-04-22T23:33:02,1,1.65
7.242,2026-04-22T23:33:03,0,7812.98
7.242,2026-04-22T23:33:03,1,1.65
8.289,2026-04-22T23:33:04,0,7812.98
8.289,2026-04-22T23:33:04,1,1.65
9.335,2026-04-22T23:33:05,0,7812.98
9.335,2026-04-22T23:33:05,1,1.65
10.382,2026-04-22T23:33:06,0,7812.98
10.382,2026-04-22T23:33:06,1,1.65
11.430,2026-04-22T23:33:07,0,7812.98
11.430,2026-04-22T23:33:07,1,1.65
12.477,2026-04-22T23:33:08,0,7812.98
12.477,2026-04-22T23:33:08,1,1.65
13.524,2026-04-22T23:33:09,0,7812.98
13.524,2026-04-22T23:33:09,1,1.65
14.572,2026-04-22T23:33:10,0,7812.98
14.572,2026-04-22T23:33:10,1,1.65
15.618,2026-04-22T23:33:11,0,7812.98
15.618,2026-04-22T23:33:11,1,1.65
16.666,2026-04-22T23:33:12,0,7812.98
16.666,2026-04-22T23:33:12,1,1.65
17.713,2026-04-22T23:33:13,0,7812.98
17.713,2026-04-22T23:33:13,1,1.65
18.759,2026-04-22T23:33:14,0,7814.99
18.759,2026-04-22T23:33:14,1,1.65
19.807,2026-04-22T23:33:15,0,7814.99
19.807,2026-04-22T23:33:15,1,1.65
