t_seconds,iso_time,node,private_mb
0.025,2026-04-22T20:20:24,0,1.71
0.025,2026-04-22T20:20:24,1,3401.83
1.054,2026-04-22T20:20:25,0,1.71
1.054,2026-04-22T20:20:25,1,5027.13
2.087,2026-04-22T20:20:26,0,1.71
2.087,2026-04-22T20:20:26,1,6661.72
3.127,2026-04-22T20:20:27,0,1.71
3.127,2026-04-22T20:20:27,1,8320.89
4.181,2026-04-22T20:20:28,0,1.71
4.181,2026-04-22T20:20:28,1,9990.55
5.244,2026-04-22T20:20:29,0,1.71
5.244,2026-04-22T20:20:29,1,11677.47
6.318,2026-04-22T20:20:30,0,1.71
6.318,2026-04-22T20:20:30,1,13366.58
7.394,2026-04-22T20:20:31,0,1.71
7.394,2026-04-22T20:20:31,1,15081.77
8.489,2026-04-22T20:20:32,0,1.77
8.489,2026-04-22T20:20:32,1,16384.03
9.580,2026-04-22T20:20:33,0,1.77
9.580,2026-04-22T20:20:33,1,16384.03
10.670,2026-04-22T20:20:35,0,257.77
10.670,2026-04-22T20:20:35,1,16128.02
11.769,2026-04-22T20:20:36,0,917.73
11.769,2026-04-22T20:20:36,1,15468.07
12.860,2026-04-22T20:20:37,0,1322.91
12.860,2026-04-22T20:20:37,1,15062.89
13.948,2026-04-22T20:20:38,0,1793.77
13.948,2026-04-22T20:20:38,1,14592.02
15.051,2026-04-22T20:20:39,0,2305.77
15.051,2026-04-22T20:20:39,1,14080.02
16.151,2026-04-22T20:20:40,0,2817.77
16.151,2026-04-22T20:20:40,1,13568.02
17.251,2026-04-22T20:20:41,0,3249.94
17.251,2026-04-22T20:20:41,1,13135.85
18.341,2026-04-22T20:20:42,0,3841.77
18.341,2026-04-22T20:20:42,1,12544.02
19.428,2026-04-22T20:20:43,0,4341.4
19.428,2026-04-22T20:20:43,1,12044.4
20.516,2026-04-22T20:20:44,0,4748.98
20.516,2026-04-22T20:20:44,1,11636.82
21.616,2026-04-22T20:20:46,0,5166.84
21.616,2026-04-22T20:20:46,1,11218.95
22.705,2026-04-22T20:20:47,0,5633.77
22.705,2026-04-22T20:20:47,1,10752.02
23.797,2026-04-22T20:20:48,0,6145.77
23.797,2026-04-22T20:20:48,1,10240.02
24.881,2026-04-22T20:20:49,0,6657.77
24.881,2026-04-22T20:20:49,1,9728.02
25.979,2026-04-22T20:20:50,0,7091.7
25.979,2026-04-22T20:20:50,1,9294.09
27.078,2026-04-22T20:20:51,0,7509.68
27.078,2026-04-22T20:20:51,1,8876.12
28.175,2026-04-22T20:20:52,0,7937.77
28.175,2026-04-22T20:20:52,1,8448.02
29.269,2026-04-22T20:20:53,0,8449.77
29.269,2026-04-22T20:20:53,1,7936.02
30.367,2026-04-22T20:20:54,0,8961.77
30.367,2026-04-22T20:20:54,1,7424.02
31.463,2026-04-22T20:20:55,0,9460.58
31.463,2026-04-22T20:20:55,1,6925.21
32.559,2026-04-22T20:20:56,0,9985.77
32.559,2026-04-22T20:20:56,1,6400.02
33.656,2026-04-22T20:20:58,0,10497.77
33.656,2026-04-22T20:20:58,1,5888.02
34.752,2026-04-22T20:20:59,0,10988.33
34.752,2026-04-22T20:20:59,1,5397.47
35.849,2026-04-22T20:21:00,0,11406.04
35.849,2026-04-22T20:21:00,1,4979.75
36.944,2026-04-22T20:21:01,0,11827.95
36.944,2026-04-22T20:21:01,1,4557.84
38.042,2026-04-22T20:21:02,0,12289.77
38.042,2026-04-22T20:21:02,1,4096.03
39.141,2026-04-22T20:21:03,0,12289.77
39.141,2026-04-22T20:21:03,1,4096.03
40.242,2026-04-22T20:21:04,0,12289.77
40.242,2026-04-22T20:21:04,1,4096.03
41.341,2026-04-22T20:21:05,0,12289.77
41.341,2026-04-22T20:21:05,1,4096.03
42.439,2026-04-22T20:21:06,0,12289.77
42.439,2026-04-22T20:21:06,1,4096.03
43.541,2026-04-22T20:21:07,0,12289.77
43.541,2026-04-22T20:21:07,1,4096.03
44.626,2026-04-22T20:21:09,0,12289.77
44.626,2026-04-22T20:21:09,1,4096.03
45.712,2026-04-22T20:21:10,0,12289.77
45.712,2026-04-22T20:21:10,1,4096.03
46.796,2026-04-22T20:21:11,0,12289.77
46.796,2026-04-22T20:21:11,1,4096.03
47.884,2026-04-22T20:21:12,0,12289.77
47.884,2026-04-22T20:21:12,1,4096.03
48.969,2026-04-22T20:21:13,0,12289.77
48.969,2026-04-22T20:21:13,1,4096.03
50.069,2026-04-22T20:21:14,0,12289.77
50.069,2026-04-22T20:21:14,1,4096.03
51.166,2026-04-22T20:21:15,0,12289.77
51.166,2026-04-22T20:21:15,1,4096.03
52.266,2026-04-22T20:21:16,0,12289.77
52.266,2026-04-22T20:21:16,1,4096.03
53.356,2026-04-22T20:21:17,0,12289.77
53.356,2026-04-22T20:21:17,1,4096.03
54.446,2026-04-22T20:21:18,0,12289.77
54.446,2026-04-22T20:21:18,1,4096.03
55.532,2026-04-22T20:21:19,0,12289.77
55.532,2026-04-22T20:21:19,1,4096.03
56.623,2026-04-22T20:21:21,0,12289.77
56.623,2026-04-22T20:21:21,1,4096.03
57.711,2026-04-22T20:21:22,0,12289.77
57.711,2026-04-22T20:21:22,1,4096.03
58.800,2026-04-22T20:21:23,0,12289.77
58.800,2026-04-22T20:21:23,1,4096.03
59.885,2026-04-22T20:21:24,0,12289.77
59.885,2026-04-22T20:21:24,1,4096.03
60.977,2026-04-22T20:21:25,0,12289.77
60.977,2026-04-22T20:21:25,1,4096.03
62.068,2026-04-22T20:21:26,0,12289.77
62.068,2026-04-22T20:21:26,1,4096.03
63.157,2026-04-22T20:21:27,0,12289.77
63.157,2026-04-22T20:21:27,1,4096.03
64.243,2026-04-22T20:21:28,0,12289.77
64.243,2026-04-22T20:21:28,1,4096.03
65.336,2026-04-22T20:21:29,0,12289.77
65.336,2026-04-22T20:21:29,1,4096.03
66.437,2026-04-22T20:21:30,0,12289.77
66.437,2026-04-22T20:21:30,1,4096.03
67.533,2026-04-22T20:21:31,0,12289.77
67.533,2026-04-22T20:21:31,1,4096.03
68.635,2026-04-22T20:21:33,0,12289.77
68.635,2026-04-22T20:21:33,1,4096.03
69.720,2026-04-22T20:21:34,0,12289.77
69.720,2026-04-22T20:21:34,1,4096.03
70.819,2026-04-22T20:21:35,0,12289.77
70.819,2026-04-22T20:21:35,1,4096.03
71.915,2026-04-22T20:21:36,0,12289.77
71.915,2026-04-22T20:21:36,1,4096.03
73.015,2026-04-22T20:21:37,0,12289.77
73.015,2026-04-22T20:21:37,1,4096.03
74.116,2026-04-22T20:21:38,0,12289.77
74.116,2026-04-22T20:21:38,1,4096.03
75.205,2026-04-22T20:21:39,0,12289.77
75.205,2026-04-22T20:21:39,1,4096.03
76.289,2026-04-22T20:21:40,0,12289.77
76.289,2026-04-22T20:21:40,1,4096.03
77.376,2026-04-22T20:21:41,0,12289.77
77.376,2026-04-22T20:21:41,1,4096.03
78.469,2026-04-22T20:21:42,0,12289.77
78.469,2026-04-22T20:21:42,1,4096.03
79.569,2026-04-22T20:21:43,0,12289.77
79.569,2026-04-22T20:21:43,1,4096.03
80.666,2026-04-22T20:21:45,0,12289.77
80.666,2026-04-22T20:21:45,1,4096.03
81.766,2026-04-22T20:21:46,0,12289.77
81.766,2026-04-22T20:21:46,1,4096.03
82.868,2026-04-22T20:21:47,0,12289.77
82.868,2026-04-22T20:21:47,1,4096.03
83.956,2026-04-22T20:21:48,0,12289.77
83.956,2026-04-22T20:21:48,1,4096.03
85.054,2026-04-22T20:21:49,0,12289.77
85.054,2026-04-22T20:21:49,1,4096.03
86.139,2026-04-22T20:21:50,0,12289.77
86.139,2026-04-22T20:21:50,1,4096.03
87.241,2026-04-22T20:21:51,0,12289.77
87.241,2026-04-22T20:21:51,1,4096.03
88.341,2026-04-22T20:21:52,0,12289.77
88.341,2026-04-22T20:21:52,1,4096.03
89.442,2026-04-22T20:21:53,0,12289.77
89.442,2026-04-22T20:21:53,1,4096.03
90.540,2026-04-22T20:21:54,0,12289.77
90.540,2026-04-22T20:21:54,1,4096.03
91.638,2026-04-22T20:21:56,0,12289.77
91.638,2026-04-22T20:21:56,1,4096.03
92.740,2026-04-22T20:21:57,0,12289.77
92.740,2026-04-22T20:21:57,1,4096.03
93.842,2026-04-22T20:21:58,0,12289.77
93.842,2026-04-22T20:21:58,1,4096.03
94.941,2026-04-22T20:21:59,0,12289.77
94.941,2026-04-22T20:21:59,1,4096.03
96.039,2026-04-22T20:22:00,0,12289.77
96.039,2026-04-22T20:22:00,1,4096.03
97.136,2026-04-22T20:22:01,0,12289.77
97.136,2026-04-22T20:22:01,1,4096.03
98.238,2026-04-22T20:22:02,0,12289.77
98.238,2026-04-22T20:22:02,1,4096.03
99.338,2026-04-22T20:22:03,0,12289.77
99.338,2026-04-22T20:22:03,1,4096.03
100.438,2026-04-22T20:22:04,0,12289.77
100.438,2026-04-22T20:22:04,1,4096.03
101.534,2026-04-22T20:22:05,0,12289.77
101.534,2026-04-22T20:22:05,1,4096.03
102.634,2026-04-22T20:22:07,0,12289.77
102.634,2026-04-22T20:22:07,1,4096.03
103.736,2026-04-22T20:22:08,0,12289.77
103.736,2026-04-22T20:22:08,1,4096.03
104.836,2026-04-22T20:22:09,0,12289.77
104.836,2026-04-22T20:22:09,1,4096.03
105.922,2026-04-22T20:22:10,0,12289.77
105.922,2026-04-22T20:22:10,1,4096.03
107.021,2026-04-22T20:22:11,0,12289.77
107.021,2026-04-22T20:22:11,1,4096.03
108.120,2026-04-22T20:22:12,0,12289.77
