t_seconds,iso_time,node,private_mb
0.027,2026-04-22T20:32:56,0,1.7
0.027,2026-04-22T20:32:56,1,3279.45
1.058,2026-04-22T20:32:57,0,1.7
1.058,2026-04-22T20:32:57,1,4956.89
2.088,2026-04-22T20:32:58,0,1.7
2.088,2026-04-22T20:32:58,1,6644.79
3.126,2026-04-22T20:32:59,0,1.7
3.126,2026-04-22T20:32:59,1,8346.11
4.172,2026-04-22T20:33:00,0,1.7
4.172,2026-04-22T20:33:00,1,10060.4
5.228,2026-04-22T20:33:01,0,1.7
5.228,2026-04-22T20:33:01,1,11798.96
6.296,2026-04-22T20:33:02,0,1.7
6.296,2026-04-22T20:33:02,1,13539.86
7.368,2026-04-22T20:33:03,0,1.7
7.368,2026-04-22T20:33:03,1,15293.34
8.447,2026-04-22T20:33:05,0,1.77
8.447,2026-04-22T20:33:05,1,16384.03
9.537,2026-04-22T20:33:06,0,1.77
9.537,2026-04-22T20:33:06,1,16384.03
10.629,2026-04-22T20:33:07,0,1.77
10.629,2026-04-22T20:33:07,1,16384.03
11.718,2026-04-22T20:33:08,0,1.77
11.718,2026-04-22T20:33:08,1,16384.03
12.804,2026-04-22T20:33:09,0,1.77
12.804,2026-04-22T20:33:09,1,16384.03
13.897,2026-04-22T20:33:10,0,1.77
13.897,2026-04-22T20:33:10,1,16384.03
14.989,2026-04-22T20:33:11,0,1.77
14.989,2026-04-22T20:33:11,1,16384.03
16.075,2026-04-22T20:33:12,0,1.77
16.075,2026-04-22T20:33:12,1,16384.03
17.169,2026-04-22T20:33:13,0,1.77
17.169,2026-04-22T20:33:13,1,16384.03
18.261,2026-04-22T20:33:14,0,1.77
18.261,2026-04-22T20:33:14,1,16384.03
19.349,2026-04-22T20:33:15,0,1.77
19.349,2026-04-22T20:33:15,1,16384.03
20.436,2026-04-22T20:33:17,0,1.77
20.436,2026-04-22T20:33:17,1,16384.03
21.513,2026-04-22T20:33:18,0,1.77
21.513,2026-04-22T20:33:18,1,16384.03
22.610,2026-04-22T20:33:19,0,1.77
